Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,,,Date,Close Price,upperlimit,lowerlimit,label
RELIANCE,EQ,18-Sep-19,1197.45,1204.95,1216.3,1197.2,1209,1205.7,1205.99,6827281,8233652162,202069,2038379,29.86,,,18-Sep-19,1205.7,1265.985,1145.415,FALSE
RELIANCE,EQ,19-Sep-19,1205.7,1207.85,1209.7,1172.65,1179,1179.05,1189.5,6293454,7486075537,175486,1834750,29.15,,,19-Sep-19,1179.05,1238.0025,1120.0975,FALSE
RELIANCE,EQ,20-Sep-19,1179.05,1187.95,1269.9,1174.3,1254.35,1254.35,1238.4,22019674,27269067452,392062,9257860,42.04,,,20-Sep-19,1254.35,1317.0675,1191.6325,FALSE
RELIANCE,EQ,23-Sep-19,1254.35,1274.15,1281,1235,1236.35,1239.2,1249.95,9879751,12349237345,218447,3446361,34.88,,,23-Sep-19,1239.2,1301.16,1177.24,FALSE
RELIANCE,EQ,24-Sep-19,1239.2,1243.6,1298.8,1242.75,1277.5,1278.7,1282.47,15982067,20496560838,378923,5249582,32.85,,,24-Sep-19,1278.7,1342.635,1214.765,NOTE
RELIANCE,EQ,25-Sep-19,1278.7,1284,1295,1268.85,1280.6,1279.55,1284.48,8316894,10682857321,213332,2502977,30.1,,,25-Sep-19,1279.55,1343.5275,1215.5725,FALSE
RELIANCE,EQ,26-Sep-19,1279.55,1292,1298.8,1283.5,1296.5,1296.8,1293.25,8389212,10849310880,186669,3376852,40.25,,,26-Sep-19,1296.8,1361.64,1231.96,FALSE
RELIANCE,EQ,27-Sep-19,1296.8,1292.5,1315,1284,1307.5,1309.05,1307.46,8712980,11391851166,216408,2511179,28.82,,,27-Sep-19,1309.05,1374.5025,1243.5975,FALSE
RELIANCE,EQ,30-Sep-19,1309.05,1310,1335.75,1305.55,1333.4,1332.25,1322.09,11549746,15269859907,288338,5500331,47.62,,,30-Sep-19,1332.25,1398.8625,1265.6375,FALSE
RELIANCE,EQ,1-Oct-19,1332.25,1337,1342,1293.3,1303.7,1304.9,1320.17,8192597,10815596239,199164,2523507,30.8,,,1-Oct-19,1304.9,1370.145,1239.655,FALSE
RELIANCE,EQ,3-Oct-19,1304.9,1286,1314.7,1281.3,1311.6,1311.05,1305.35,6183107,8071137690,160832,2530785,40.93,,,3-Oct-19,1311.05,1376.6025,1245.4975,FALSE
RELIANCE,EQ,4-Oct-19,1311.05,1319.9,1328.6,1303.85,1307.75,1308.1,1318.17,6853954,9034653712,185130,3099523,45.22,,,4-Oct-19,1308.1,1373.505,1242.695,FALSE
RELIANCE,EQ,7-Oct-19,1308.1,1308.1,1320.8,1301.7,1308.9,1310.1,1312.08,4599818,6035333162,121109,1835479,39.9,,,7-Oct-19,1310.1,1375.605,1244.595,FALSE
RELIANCE,EQ,9-Oct-19,1310.1,1308.7,1329.95,1292.5,1328.7,1324.75,1309.53,8040938,10529814619,182007,3984784,49.56,,,9-Oct-19,1324.75,1390.9875,1258.5125,FALSE
