Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,,,Date,Close Price,upperlimit,lowerlimit,label
RELIANCE,EQ,10-Oct-19,1324.75,1325,1369,1321,1360.15,1362.75,1356.95,16003744,21716222026,375692,8609946,53.8,,,10-Oct-19,1362.75,1430.8875,1294.6125,NOTE
RELIANCE,EQ,11-Oct-19,1362.75,1363.7,1365.6,1336.55,1350.1,1352.6,1352.25,7587648,10260367695,224923,3400105,44.81,,,11-Oct-19,1352.6,1420.23,1284.97,FALSE
RELIANCE,EQ,14-Oct-19,1352.6,1364.95,1364.95,1350.85,1356.9,1358,1358.27,6123412,8317237659,118992,3590983,58.64,,,14-Oct-19,1358,1425.9,1290.1,FALSE
RELIANCE,EQ,15-Oct-19,1358,1362.5,1370,1354.3,1364.15,1364.15,1364.34,4422075,6033214999,144636,2043101,46.2,,,15-Oct-19,1364.15,1432.3575,1295.9425,FALSE
RELIANCE,EQ,16-Oct-19,1364.15,1369.9,1379.65,1363.7,1374.5,1372.35,1371.43,8870701,12165579724,183051,5663142,63.84,,,16-Oct-19,1372.35,1440.9675,1303.7325,FALSE
RELIANCE,EQ,17-Oct-19,1372.35,1375,1399,1372,1394.95,1396.5,1384.72,7332464,10153421510,164517,3665912,50,,,17-Oct-19,1396.5,1466.325,1326.675,FALSE
RELIANCE,EQ,18-Oct-19,1396.5,1404,1427.9,1398.7,1416,1416.35,1416.38,12856410,18209582126,228083,5482520,42.64,,,18-Oct-19,1416.35,1487.1675,1345.5325,FALSE
RELIANCE,EQ,22-Oct-19,1416.35,1425,1436.85,1403.35,1417.4,1414.15,1420.93,12703054,18050195874,317936,4811890,37.88,,,22-Oct-19,1414.15,1484.8575,1343.4425,FALSE
RELIANCE,EQ,23-Oct-19,1414.15,1416.3,1425.95,1383.15,1394,1392.4,1403.41,8432964,11834877911,214712,3936577,46.68,,,23-Oct-19,1392.4,1462.02,1322.78,FALSE
RELIANCE,EQ,24-Oct-19,1392.4,1401,1441.4,1386.55,1435.1,1436.45,1415.13,10351384,14648603629,247194,3772686,36.45,,,24-Oct-19,1436.45,1508.2725,1364.6275,NOTE
RELIANCE,EQ,25-Oct-19,1436.45,1441.1,1441.45,1411.25,1428.25,1431.2,1426.02,6190013,8827068858,163477,1995488,32.24,,,25-Oct-19,1431.2,1502.76,1359.64,FALSE
RELIANCE,EQ,27-Oct-19,1431.2,1441,1445,1430,1435.5,1434.25,1437.86,1378313,1981825201,39531,347306,25.2,,,27-Oct-19,1434.25,1505.9625,1362.5375,FALSE
RELIANCE,EQ,29-Oct-19,1434.25,1445.5,1480,1442.1,1470.1,1467.05,1465.55,11780494,17264861676,321298,6278189,53.29,,,29-Oct-19,1467.05,1540.4025,1393.6975,FALSE
RELIANCE,EQ,30-Oct-19,1467.05,1480,1484.55,1460.3,1482.6,1479.1,1471.89,7470723,10996072296,259287,4052278,54.24,,,30-Oct-19,1479.1,1553.055,1405.145,FALSE
RELIANCE,EQ,31-Oct-19,1479.1,1484,1489.65,1461.7,1465.1,1464.35,1471.86,8898168,13096851142,193629,4972388,55.88,,,31-Oct-19,1464.35,1537.5675,1391.1325,FALSE
RELIANCE,EQ,1-Nov-19,1464.35,1455,1461.8,1441,1456.15,1456.9,1451.6,6356579,9227241717,236195,3504112,55.13,,,1-Nov-19,1456.9,1529.745,1384.055,FALSE
RELIANCE,EQ,4-Nov-19,1456.9,1465.9,1471,1445.1,1460.65,1457.65,1456.28,6429329,9362882584,203644,3603931,56.05,,,4-Nov-19,1457.65,1530.5325,1384.7675,FALSE
RELIANCE,EQ,5-Nov-19,1457.65,1463.1,1468.95,1441,1447.5,1447.3,1449.21,5799318,8404412066,154824,3229832,55.69,,,5-Nov-19,1447.3,1519.665,1374.935,FALSE
RELIANCE,EQ,6-Nov-19,1447.3,1442.7,1446.45,1428.5,1433,1434.9,1436.25,6686289,9603195009,158809,3953109,59.12,,,6-Nov-19,1434.9,1506.645,1363.155,FALSE
RELIANCE,EQ,7-Nov-19,1434.9,1435,1463,1432.2,1461,1458.6,1448.68,6438749,9327688346,135012,3465630,53.82,,,7-Nov-19,1458.6,1531.53,1385.67,FALSE
RELIANCE,EQ,8-Nov-19,1458.6,1449,1459.65,1441.3,1446,1445.5,1448.5,5494844,7959284446,141759,2437863,44.37,,,8-Nov-19,1445.5,1517.775,1373.225,FALSE
RELIANCE,EQ,11-Nov-19,1445.5,1439.1,1444.25,1422.55,1427.8,1427.8,1431.4,5192423,7432416175,145722,2643548,50.91,,,11-Nov-19,1427.8,1499.19,1356.41,FALSE
RELIANCE,EQ,13-Nov-19,1427.8,1430,1475.9,1430,1469.1,1472.3,1460.74,11532364,16845751337,213111,4972794,43.12,,,13-Nov-19,1472.3,1545.915,1398.685,FALSE
RELIANCE,EQ,14-Nov-19,1472.3,1476,1481.6,1455.8,1458.25,1462.75,1466.92,6518339,9561881077,127557,2601168,39.91,,,14-Nov-19,1462.75,1535.8875,1389.6125,FALSE
RELIANCE,EQ,15-Nov-19,1462.75,1465.65,1486.8,1463.15,1466.8,1470.85,1476.84,7173674,10594340066,152000,3241407,45.18,,,15-Nov-19,1470.85,1544.3925,1397.3075,FALSE
RELIANCE,EQ,18-Nov-19,1470.85,1472.65,1486,1455.4,1460.05,1459.2,1468.4,6435097,9449287322,128242,3180530,49.42,,,18-Nov-19,1459.2,1532.16,1386.24,FALSE
RELIANCE,EQ,19-Nov-19,1459.2,1467,1514.9,1465,1511.55,1509.75,1496.45,13795569,20644325395,285115,4937220,35.79,,,19-Nov-19,1509.75,1585.2375,1434.2625,NOTE
RELIANCE,EQ,20-Nov-19,1509.75,1555.05,1572.4,1543.2,1548.5,1547.65,1559.65,19904164,31043534027,376334,8724272,43.83,,,20-Nov-19,1547.65,1625.0325,1470.2675,FALSE
RELIANCE,EQ,21-Nov-19,1547.65,1545,1556,1528.55,1540.5,1537.6,1538.44,6810577,10477684602,160090,2929568,43.01,,,21-Nov-19,1537.6,1614.48,1460.72,FALSE
RELIANCE,EQ,22-Nov-19,1537.6,1542.1,1569.5,1537.6,1548.05,1546.5,1551.32,10218978,15852947452,200632,4268321,41.77,,,22-Nov-19,1546.5,1623.825,1469.175,FALSE
RELIANCE,EQ,25-Nov-19,1546.5,1551.15,1564.8,1551,1562,1561.55,1559.1,6924313,10795666734,119670,3320341,47.95,,,25-Nov-19,1561.55,1639.6275,1483.4725,FALSE
RELIANCE,EQ,26-Nov-19,1561.55,1568.1,1576.35,1556,1561.2,1560.25,1563.16,16152137,25248383481,218748,11981538,74.18,,,26-Nov-19,1560.25,1638.2625,1482.2375,FALSE
RELIANCE,EQ,27-Nov-19,1560.25,1559.95,1575.5,1556.1,1575.1,1569.85,1564.27,4408336,6895829808,107469,1986795,45.07,,,27-Nov-19,1569.85,1648.3425,1491.3575,FALSE
RELIANCE,EQ,28-Nov-19,1569.85,1572.65,1584.15,1563.95,1582,1580.3,1576.23,6284885,9906407922,163816,2661145,42.34,,,28-Nov-19,1580.3,1659.315,1501.285,FALSE
RELIANCE,EQ,29-Nov-19,1580.3,1581.95,1581.95,1547.85,1553,1551.15,1558.76,8484822,13225831194,237128,5173503,60.97,,,29-Nov-19,1551.15,1628.7075,1473.5925,FALSE
RELIANCE,EQ,2-Dec-19,1551.15,1600,1614.45,1577,1586.9,1586.5,1592.74,14275186,22736671351,273497,6992944,48.99,,,2-Dec-19,1586.5,1665.825,1507.175,NOTE
RELIANCE,EQ,3-Dec-19,1586.5,1592.75,1594,1572.6,1582,1578.9,1580.07,5938786,9383687343,132025,3133860,52.77,,,3-Dec-19,1578.9,1657.845,1499.955,FALSE
RELIANCE,EQ,4-Dec-19,1578.9,1573,1577.5,1533.75,1554.5,1552.7,1551.77,9594828,14888958079,246981,4608716,48.03,,,4-Dec-19,1552.7,1630.335,1475.065,FALSE
RELIANCE,EQ,5-Dec-19,1552.7,1574,1579.75,1544,1551,1550.85,1561.41,9117022,14235446633,217414,3598940,39.47,,,5-Dec-19,1550.85,1628.3925,1473.3075,FALSE
RELIANCE,EQ,6-Dec-19,1550.85,1553,1568,1541.1,1554.5,1554.9,1555.3,5982129,9304004870,127437,1885092,31.51,,,6-Dec-19,1554.9,1632.645,1477.155,FALSE
RELIANCE,EQ,9-Dec-19,1554.9,1556.15,1577.4,1546.5,1572.95,1572.6,1565.26,5779807,9046924671,142669,2531122,43.79,,,9-Dec-19,1572.6,1651.23,1493.97,FALSE
RELIANCE,EQ,10-Dec-19,1572.6,1572.05,1573.6,1554.15,1564.9,1561.95,1561.68,4650906,7263249188,135279,2193614,47.17,,,10-Dec-19,1561.95,1640.0475,1483.8525,FALSE
RELIANCE,EQ,11-Dec-19,1561.95,1555.6,1574.5,1550.6,1561,1562.4,1560.15,5652698,8819046878,159685,2602643,46.04,,,11-Dec-19,1562.4,1640.52,1484.28,FALSE
RELIANCE,EQ,12-Dec-19,1562.4,1570.25,1573.85,1556.65,1571.1,1568.2,1564.76,4720977,7387206060,134048,2509810,53.16,,,12-Dec-19,1568.2,1646.61,1489.79,FALSE
RELIANCE,EQ,13-Dec-19,1568.2,1580,1590,1572.4,1584.05,1582.9,1580.61,5791522,9154160089,138857,2543114,43.91,,,13-Dec-19,1582.9,1662.045,1503.755,FALSE
RELIANCE,EQ,16-Dec-19,1582.9,1592,1593.9,1564.35,1571,1566.6,1575.62,5436951,8566568694,143743,2335358,42.95,,,16-Dec-19,1566.6,1644.93,1488.27,FALSE
RELIANCE,EQ,17-Dec-19,1566.6,1566.75,1579,1555.55,1567,1562.7,1564.71,9291724,14538834628,188391,5268563,56.7,,,17-Dec-19,1562.7,1640.835,1484.565,FALSE
RELIANCE,EQ,18-Dec-19,1562.7,1563,1580,1562,1577.15,1575.85,1569.63,6739582,10578662434,220134,3537553,52.49,,,18-Dec-19,1575.85,1654.6425,1497.0575,FALSE
RELIANCE,EQ,19-Dec-19,1575.85,1573.7,1614.9,1571.8,1613,1609.95,1595.68,9375484,14960269699,194045,4087484,43.6,,,19-Dec-19,1609.95,1690.4475,1529.4525,FALSE
RELIANCE,EQ,20-Dec-19,1609.95,1615,1617.55,1596.1,1600,1599.1,1604.6,9724619,15604131779,164538,4876789,50.15,,,20-Dec-19,1599.1,1679.055,1519.145,FALSE
RELIANCE,EQ,23-Dec-19,1599.1,1560.1,1577.55,1557.8,1570.95,1571.4,1567.33,11478429,17990493040,259306,4767846,41.54,,,23-Dec-19,1571.4,1649.97,1492.83,FALSE
RELIANCE,EQ,24-Dec-19,1571.4,1568.9,1572.05,1542.5,1544.5,1546.45,1555.42,8251144,12833955163,194127,4099215,49.68,,,24-Dec-19,1546.45,1623.7725,1469.1275,FALSE
RELIANCE,EQ,26-Dec-19,1546.45,1541.65,1552.95,1510.15,1515.8,1515.4,1527.47,13605737,20782349005,208335,5789002,42.55,,,26-Dec-19,1515.4,1591.17,1439.63,FALSE
RELIANCE,EQ,27-Dec-19,1515.4,1527,1546.2,1521.3,1542,1542.35,1533.58,8081591,12393781505,160454,2660881,32.93,,,27-Dec-19,1542.35,1619.4675,1465.2325,FALSE
RELIANCE,EQ,30-Dec-19,1542.35,1545.95,1547.65,1528.05,1546.25,1544.2,1538.15,7828402,12041287379,141979,3041526,38.85,,,30-Dec-19,1544.2,1621.41,1466.99,FALSE
RELIANCE,EQ,31-Dec-19,1544.2,1542,1543.7,1508.05,1516,1514.05,1525.14,10150467,15480924274,220938,5044928,49.7,,,31-Dec-19,1514.05,1589.7525,1438.3475,FALSE
RELIANCE,EQ,1-Jan-20,1514.05,1518,1527.1,1505.5,1511.8,1509.6,1515.23,6402372,9701063103,122265,1523290,23.79,,,1-Jan-20,1509.6,1585.08,1434.12,FALSE
RELIANCE,EQ,2-Jan-20,1509.6,1512,1540.95,1512,1534.1,1535.3,1530.86,8096561,12394709676,151727,3386321,41.82,,,2-Jan-20,1535.3,1612.065,1458.535,FALSE
RELIANCE,EQ,3-Jan-20,1535.3,1533,1541.65,1523,1536,1537.15,1532.73,9593498,14704283072,149003,5288843,55.13,,,3-Jan-20,1537.15,1614.0075,1460.2925,FALSE
RELIANCE,EQ,6-Jan-20,1537.15,1520,1527.9,1498,1499.9,1501.5,1512.57,11209343,16954936800,225138,6398638,57.08,,,6-Jan-20,1501.5,1576.575,1426.425,NOTE
RELIANCE,EQ,7-Jan-20,1501.5,1519,1534.5,1513.5,1526.95,1524.6,1523.12,7627191,11617096335,180713,3049916,39.99,,,7-Jan-20,1524.6,1600.83,1448.37,FALSE
RELIANCE,EQ,8-Jan-20,1524.6,1515,1534.45,1510,1514,1513.15,1518.24,7336561,11138643618,169662,2863686,39.03,,,8-Jan-20,1513.15,1588.8075,1437.4925,FALSE
RELIANCE,EQ,9-Jan-20,1513.15,1538.6,1550,1531.25,1549.5,1548,1541.76,6849606,10560431963,154953,2657056,38.79,,,9-Jan-20,1548,1625.4,1470.6,FALSE
RELIANCE,EQ,10-Jan-20,1548,1551.9,1557.95,1539.65,1546.85,1547.65,1549.42,5704686,8838954165,136340,2546462,44.64,,,10-Jan-20,1547.65,1625.0325,1470.2675,FALSE
RELIANCE,EQ,13-Jan-20,1547.65,1545.05,1558.7,1538.4,1539.85,1543.7,1548.94,8358090,12946146807,143022,5030540,60.19,,,13-Jan-20,1543.7,1620.885,1466.515,FALSE
RELIANCE,EQ,14-Jan-20,1543.7,1540,1550,1521.85,1529.1,1529.4,1533.76,7230788,11090262628,173502,3796096,52.5,,,14-Jan-20,1529.4,1605.87,1452.93,FALSE
RELIANCE,EQ,15-Jan-20,1529.4,1535.85,1539.9,1518.25,1524.1,1523.85,1526.75,7231393,11040550715,212172,3990113,55.18,,,15-Jan-20,1523.85,1600.0425,1447.6575,FALSE
RELIANCE,EQ,16-Jan-20,1523.85,1529,1543.35,1528,1538.7,1537.9,1535.41,5873662,9018508367,164724,2552659,43.46,,,16-Jan-20,1537.9,1614.795,1461.005,FALSE
RELIANCE,EQ,17-Jan-20,1537.9,1553.5,1584.95,1553.2,1581,1581,1573,13469708,21187907268,279304,5551881,41.22,,,17-Jan-20,1581,1660.05,1501.95,NOTE
RELIANCE,EQ,20-Jan-20,1581,1609,1609,1526.4,1532.2,1532.35,1557.85,14878868,23179100842,338270,5239886,35.22,,,20-Jan-20,1532.35,1608.9675,1455.7325,FALSE
RELIANCE,EQ,21-Jan-20,1532.35,1528.6,1545.85,1522,1535,1533.9,1535.68,8650831,13284891871,233395,3328773,38.48,,,21-Jan-20,1533.9,1610.595,1457.205,FALSE
