Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty
DMART,EQ,27-Jul-20,2031.4,2044,2060,2001.5,2025.3,2026.1,2023.65,2240265,4533514701,56113,1888879,84.31
DMART,EQ,28-Jul-20,2026.1,2060,2067,2027.8,2055,2051.4,2048.76,522671,1070829037,33213,309666,59.25
DMART,EQ,29-Jul-20,2051.4,2060,2075,2041.1,2048,2049.7,2060.76,351802,724978279.5,24020,185902,52.84
DMART,EQ,30-Jul-20,2049.7,2039,2068,2030,2044,2040.2,2043.48,411865,841637561.4,24515,280354,68.07
DMART,EQ,31-Jul-20,2040.2,2046,2075,2033.05,2060.05,2063.45,2061.34,423797,873590637.9,39860,250274,59.06
DMART,EQ,3-Aug-20,2063.45,2068.7,2112.7,2060.3,2077.35,2093.15,2085.49,554680,1156781780,45895,307312,55.4
DMART,EQ,4-Aug-20,2093.15,2093.15,2178,2090,2165,2165.1,2143.49,613848,1315779353,50615,307056,50.02
DMART,EQ,5-Aug-20,2165.1,2175,2189.95,2151.05,2153,2163.45,2171.52,503495,1093347283,33676,215396,42.78
DMART,EQ,6-Aug-20,2163.45,2170,2191.95,2135.65,2149,2150.55,2154.48,637780,1374087041,38466,383187,60.08
DMART,EQ,7-Aug-20,2150.55,2170,2176.4,2133,2136.05,2138.4,2145.13,354664,760799515.7,19513,220052,62.05
DMART,EQ,10-Aug-20,2138.4,2138.4,2145,2100,2118.8,2116.5,2118.97,366326,776234432.5,38570,207814,56.73
DMART,EQ,11-Aug-20,2116.5,2120,2143.15,2110.35,2137,2131.95,2129.44,461469,982669008.3,31793,275367,59.67
DMART,EQ,12-Aug-20,2131.95,2139,2175,2122,2167,2169.2,2158.97,440624,951295742.2,36131,228856,51.94
DMART,EQ,13-Aug-20,2169.2,2177,2213.45,2150,2209,2207.1,2183.65,598902,1307795067,37621,268453,44.82
DMART,EQ,14-Aug-20,2207.1,2214.3,2219.9,2173.55,2182,2178,2192.87,290346,636691459.1,26578,169378,58.34
DMART,EQ,17-Aug-20,2178,2181,2203.75,2160,2193.55,2189.75,2180.49,272840,594923716.8,21001,135961,49.83
DMART,EQ,18-Aug-20,2189.75,2195,2266.3,2170,2253,2259.45,2235.64,700408,1565858374,43881,338803,48.37
DMART,EQ,19-Aug-20,2259.45,2279,2309.25,2240,2245,2266.6,2288.93,590890,1352508478,38714,294507,49.84
DMART,EQ,20-Aug-20,2266.6,2252,2290,2219,2285.2,2285.9,2267.6,373075,845985773.6,26818,221694,59.42
DMART,EQ,21-Aug-20,2285.9,2290.4,2300,2252.35,2267,2259.45,2271.47,326279,741134265.5,31167,179848,55.12
DMART,EQ,24-Aug-20,2259.45,2269.95,2272,2244,2248.55,2250.3,2256.15,161735,364898197.9,14597,88754,54.88
